,zip,file name,entry,Description,CPV,URI,processed_description,lowercase_description
10,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_151353_5.atom,57,"Contratar el suministro energético de electricidad de una compañía Comercializadora para la Unidad Alimentaria de MERCASTURIAS, S.A.S.M.E. sita en el Polígono de Silvota (ampliación), Llanera (Asturias)",['9310000.0'],https://contrataciondelestado.es/wps/wcm/connect/41c148c5-5e90-449f-a4d4-d504bdc3f117/DOC20170804111512EXP+0217+MERCASTURIAS+SUMINISTRO+ENERGETICO+DE+ELECTRICIDAD.pdf?MOD=AJPERES,contratar suministro energético electricidad compañía comercializadoro unidad alimentario mercasturia   sasme   sitir polígono silvoto   ampliación    llanera   asturia,"contratar el suministro energético de electricidad de una compañía comercializadora para la unidad alimentaria de mercasturias, s.a.s.m.e. sita en el polígono de silvota (ampliación), llanera (asturias)"
11,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_151353_4.atom,35,Renovación del suministro de las licencias informáticas SYMC Backup Exec (opciones NDMP y DEDUPLICATION) que otorgan derecho al mantenimiento y actualizaciones del software de las copias de seguridad correspondiente a la cabina de datos instalada en Unión de Mutuas.,['48218000.0'],https://contrataciondelestado.es/wps/wcm/connect/8b97eb49-e066-4afd-bda7-f42c06e4420a/DOC20180208094237Pliego+Condiciones+Particulares+y+Prescripciones+Tecnicas.pdf?MOD=AJPERES,renovación suministro licencia informático symc backup exec   opción ndmp deduplication   otorgar derecho mantenimiento actualización softwarar copia seguridad correspondiente cabín dato instalado unión mutua,renovación del suministro de las licencias informáticas symc backup exec (opciones ndmp y deduplication) que otorgan derecho al mantenimiento y actualizaciones del software de las copias de seguridad correspondiente a la cabina de datos instalada en unión de mutuas.
12,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_151353_1.atom,284,"Servicios de Transporte, instalación y posterior desmontaje relativos al proyecto expositivo ""Unfinished"" - Berlín Alemania, The Akademie der Künste (Academy of Arts), del 9 de febrero al 21 de marzo de 2018.",['60000000.0'],https://contrataciondelestado.es/wps/wcm/connect/6b975061-7730-47af-b51e-9886c99473e7/DOC20171220133246Instruccion+de+Contratacion+2017.pdf?MOD=AJPERES,servicio transporte   instalación posterior desmontaje relativo proyecto expositivo   unfinished    berlín alemania   the akademie der künstar   academy of arts      ,"servicios de transporte, instalación y posterior desmontaje relativos al proyecto expositivo ""unfinished"" - berlín alemania, the akademie der künste (academy of arts), del 9 de febrero al 21 de marzo de 2018."
13,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_161226_13.atom,416,"Inspecciones periódicas reglamentarias de los vehículos para el transporte por carretera de mercancías peligrosas (ADR), perecederas (ATP), contenedores de carga seca (CSC) y grúas móviles autopropulsadas (ITC).- EXP 153/18",['71631200.0'],https://contrataciondelestado.es/wps/wcm/connect/69556a8c-e843-40d3-9fb6-e60b635c9c3a/DOC20180220130725FAS-15531240.PDF?MOD=AJPERES,inspección periódico reglamentario vehículo transporte carreterar mercancía peligroso   adr    perecedera   atp    contenedor carga seco   csc   grúas móvil autopropulsada   itc    exp,"inspecciones periódicas reglamentarias de los vehículos para el transporte por carretera de mercancías peligrosas (adr), perecederas (atp), contenedores de carga seca (csc) y grúas móviles autopropulsadas (itc).- exp 153/18"
14,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_161226_10.atom,145,Servicio de Dinamización de los Centros de Personas Mayores del Municipio de Molina de Segura. Incorpora condiciones especiales de ejecución de carácter social relativas a inserción sociolaboral de personas en situación de desempleo,['80400000.0'],https://contrataciondelestado.es/wps/wcm/connect/347483f5-0f94-4f0d-a225-9e88aa7049cb/DOC20180214120713000046+2018-1068+PCAP.pdf?MOD=AJPERES,servicio dinamización centro persona mayor municipio molín seguro   incorporar condición especial ejecución carácter social relativo inserción sociolaboral persona situación desempleo,servicio de dinamización de los centros de personas mayores del municipio de molina de segura. incorpora condiciones especiales de ejecución de carácter social relativas a inserción sociolaboral de personas en situación de desempleo
15,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_161226_4.atom,155,"El objeto de la contratación es la adquisición de los siguientes equipos informáticos, con las siguientes características mínimas:
-	3 equipos “Thin client” con las siguientes características (Fujitsu Futro S520 o similar) :
-	5 monitores LED 24“
-	1 ordenador portátil convertible (Tipo Microsoft Surface PRO o similar)
-	1 tablet (tipo Samsung Galaxy Tab A T580 o similar):

","['[48810000, 48000000, 48800000]']",https://contrataciondelestado.es/wps/wcm/connect/7888d09f-fc0e-405a-b8c9-406b28926ad8/DOC20180214114849PCP+2018+06.pdf?MOD=AJPERES,objeto contratación adquisición siguiente equipo informático   siguiente característica mínimo     equipo   thin client   siguiente característica   fujitsu futro s similar      monitor led      ordenador portátil convertible   tipo microsoft surface pro similar     tablet   tipo samsung galaxy tab t similar  ,"el objeto de la contratación es la adquisición de los siguientes equipos informáticos, con las siguientes características mínimas:
-	3 equipos “thin client” con las siguientes características (fujitsu futro s520 o similar) :
-	5 monitores led 24“
-	1 ordenador portátil convertible (tipo microsoft surface pro o similar)
-	1 tablet (tipo samsung galaxy tab a t580 o similar):

"
16,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_161226_4.atom,146,"Servicios de asistencia técnica y la redacción del proyecto, bajo las prescripciones de Mercacódoba, necesario para solicitar la subvención del Programa de Cooperación Transfronteriza Interreg España-Portugal 2014-2020 (POCTEP)","['[73200000, 73000000]']",https://contrataciondelestado.es/wps/wcm/connect/8794d1c1-bdbe-46a9-9420-6fc3374ca970/DOC20180214122204PCP+INTERREG+07+2018.pdf?MOD=AJPERES,servicio asistencia técnico redacción proyecto   bajo prescripción mercacódobo   necesario solicitar subvención programa cooperación transfronterizo interreg españaportugal    poctep,"servicios de asistencia técnica y la redacción del proyecto, bajo las prescripciones de mercacódoba, necesario para solicitar la subvención del programa de cooperación transfronteriza interreg españa-portugal 2014-2020 (poctep)"
17,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_161226.atom,488,Servicio de impresión y artes finales a todo color en diferentes formatos y soportes para la CAMPAÑA DE CONCIENCIACIÓN 2018 “NO ES NO. CARNAVAL SIN VIOLENCIAS” de la Fundación Municipal de la Mujer del Área de Justicia Social del Excmo. Ayuntamiento de Cádiz.,['79823000.0'],https://contrataciondelestado.es/wps/wcm/connect/9bf094da-c21c-44a6-a3ac-8f46638c6dac/DOC201803211414572018002+PCA+Y+PPT+PROGRAMA+CONCIENCIACION+2018+NO+ES+NO+CARNAVAL+SIN+VIOLENCIAS.pdf?MOD=AJPERES,servicio impresión art final color diferente formato soport campaña concienciación     carnaval violencia   fundación municipal mujer áreo justicia social excmo   ayuntamiento cádiz,servicio de impresión y artes finales a todo color en diferentes formatos y soportes para la campaña de concienciación 2018 “no es no. carnaval sin violencias” de la fundación municipal de la mujer del área de justicia social del excmo. ayuntamiento de cádiz.
18,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_161226.atom,460,"Servicio de impresión y artes finales a todo color de la exposición ""Ilustres Anónimas 2018"" así como el servicio de impresión, artes finales así como montaje de la exposición ""Citas Feministas"" con motivo de la conmemoración del 8 de marzo, Día Internacional de las mujeres 2018, de la Fundación Municipal de la Mujer del Área de Justicia Social del Excmo. Ayuntamiento de Cádiz.",['79823000.0'],https://contrataciondelestado.es/wps/wcm/connect/a30e5496-9580-478a-9913-b13c21f3c292/DOC201803221437572018017+PCA-PPT+SERVICIO+IMPRESION-ARTES+FINALES+EXPOSICIONES+8-MARZO+2018.pdf?MOD=AJPERES,servicio impresión art final color exposición   ilustre anónima    así servicio impresión   art final así montaje exposición   cita feminista   motivo conmemoración    día internacional mujer    fundación municipal mujer áreo justicia social excmo   ayuntamiento cádiz,"servicio de impresión y artes finales a todo color de la exposición ""ilustres anónimas 2018"" así como el servicio de impresión, artes finales así como montaje de la exposición ""citas feministas"" con motivo de la conmemoración del 8 de marzo, día internacional de las mujeres 2018, de la fundación municipal de la mujer del área de justicia social del excmo. ayuntamiento de cádiz."
19,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_171850_13.atom,476,Servicio de talleres y actividades complementarias del mercado de artesanía Zoco de Guadalaviad. Incorporando condiciones especiales de ejecución  de carácter social relativas a inserción sociolaboral de personas en situación de desempleo de larga duración.,['92000000.0'],https://contrataciondelestado.es/wps/wcm/connect/4d81bfd3-0ed7-4bf7-a461-864f91b7955b/DOC20180216142905000070+2018-1068+PCAP+TALLERES+ZOCO.pdf?MOD=AJPERES,servicio taller actividad complementario mercado artesanir zoco guadalaviad   incorporar condición especial ejecución carácter social relativo inserción sociolaboral persona situación desempleo largo duración,servicio de talleres y actividades complementarias del mercado de artesanía zoco de guadalaviad. incorporando condiciones especiales de ejecución  de carácter social relativas a inserción sociolaboral de personas en situación de desempleo de larga duración.
20,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_171850_13.atom,415,"Campamento de Verano 2018, incorporando condiciones especiales de ejecución de carácter social relativas a inserción sociolaboral de jovenes en situación de desempleo de larga duración menores de 30 años",['92000000.0'],https://contrataciondelestado.es/wps/wcm/connect/159c6758-cd21-4cde-858f-dad7277c885f/DOC20180219122310000069+2018+1068+Documentacion+CONTRATO+MENOR.pdf?MOD=AJPERES,campamento verano    incorporar condición especial ejecución carácter social relativo inserción sociolaboral joven situación desempleo largo duración menor   año,"campamento de verano 2018, incorporando condiciones especiales de ejecución de carácter social relativas a inserción sociolaboral de jovenes en situación de desempleo de larga duración menores de 30 años"
21,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_171850_8.atom,171,"Servicio de organización y gestión del programa de actividades de ocio joven de fin de semana ""Toma la Calle"" de Molina de Segura 2018. Incorporando condiciones especiales de ejecución de carácter social relativas a inserción sociolaboral de jovenes en situación de desempleo de larga duración.",['92000000.0'],https://contrataciondelestado.es/wps/wcm/connect/8dedd8f3-238b-468b-8bfd-0e520241607f/DOC20180328104051000032+2018-1068+PCAP.pdf?MOD=AJPERES,servicio organización gestión programa actividad ocio joven fin semana   tomar calle   molín seguro    incorporar condición especial ejecución carácter social relativo inserción sociolaboral joven situación desempleo largo duración,"servicio de organización y gestión del programa de actividades de ocio joven de fin de semana ""toma la calle"" de molina de segura 2018. incorporando condiciones especiales de ejecución de carácter social relativas a inserción sociolaboral de jovenes en situación de desempleo de larga duración."
22,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_181212_19.atom,411,"Los recursos humanos, técnicos y materiales necesarios para la adaptación del stand de Soria, montaje, desmontaje, mantenimiento y transporte que representará a la Diputación de Soria en la Feria ARATUR 2018",['92000000.0'],https://contrataciondelestado.es/wps/wcm/connect/cfaff2b1-a77b-40a9-b1f1-019f357bd744/DOC20180425105539PCA+Aratur.pdf?MOD=AJPERES,recurso humano   técnico material necesario adaptación stand soria   montaje   desmontaje   mantenimiento transporte representar diputación soria ferio aratur,"los recursos humanos, técnicos y materiales necesarios para la adaptación del stand de soria, montaje, desmontaje, mantenimiento y transporte que representará a la diputación de soria en la feria aratur 2018"
23,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_181212_13.atom,162," servicio de destrucción confidencial de documentación, a un nivel de seguridad 3 (confidencial) según la norma de
estandarización 32757-1, de un total de 1978 cajas de archivo normalizadas de la GVA (medidas de cada caja: 390
x 125 x 255 mm) que ocupan un total de 283 metros lineales",['92512100.0'],https://contrataciondelestado.es/wps/wcm/connect/cbfd156f-3059-4e08-8a33-eef7b8fe3e47/DOC20180423124454PCAP.pdf?MOD=AJPERES,servicio destrucción confidencial documentación   nivel seguridad    confidencial   según norma estandarización    total   caja archivo normalizada gva   medida cada caja    x   x   mm   ocupar total   metro lineal," servicio de destrucción confidencial de documentación, a un nivel de seguridad 3 (confidencial) según la norma de
estandarización 32757-1, de un total de 1978 cajas de archivo normalizadas de la gva (medidas de cada caja: 390
x 125 x 255 mm) que ocupan un total de 283 metros lineales"
24,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_181212_12.atom,255,"Contratación de los Servicios de Agencia de viajes, integrando la sostenibilidad ambiental y Consultoría para la MISIÓN COMERCIAL INVERSA EQUINO EUROPA-AMÉRICA DEL NORTE 2018, integrando la lucha contra la morosidad, por lotes.",['63510000.0'],https://contrataciondelestado.es/wps/wcm/connect/254a2203-b4ff-41b1-a75d-650959edd063/DOC20180502141708EASP18+047+PCAP.pdf?MOD=AJPERES,contratación servicio agencio viaje   integrar sostenibilidad ambiental consultoría misión comercial inverso equino europaamérico norte    integrar lucha morosidad   lot,"contratación de los servicios de agencia de viajes, integrando la sostenibilidad ambiental y consultoría para la misión comercial inversa equino europa-américa del norte 2018, integrando la lucha contra la morosidad, por lotes."
25,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_181212_12.atom,246,"Contratación menor del servicio de agencia de viajes, integrando la sostenibilidad ambiental y consultoría para la misión comercial inversa Música y Auxiliares mayo 2018, y la lucha contra la morosidad","['[63515000, 79400000]']",https://contrataciondelestado.es/wps/wcm/connect/5c35c343-db72-465a-a166-78e28a47beb0/DOC20180427150022EASP18+042+PCAP.PDF?MOD=AJPERES,contratación menor servicio agencia viaje   integrar sostenibilidad ambiental consultoría misión comercial inverso música auxiliar    lucha morosidad,"contratación menor del servicio de agencia de viajes, integrando la sostenibilidad ambiental y consultoría para la misión comercial inversa música y auxiliares mayo 2018, y la lucha contra la morosidad"
26,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_181212_2.atom,240,"Contratar un servizo de Deseño, organización, montaxe, publicidade e realización da actividade “Lalín con Gusto 2018”, consistente no desenvolvemento de distintas mostras de cociña lalinense en vivo, con catas gratuítas e animación e seguridade, durante a fin de semana do 16 e 17 de xuño de 2018.
",['79952000.0'],https://contrataciondelestado.es/wps/wcm/connect/e6224143-f3b8-484c-8c0d-2ed3ac25e294/DOC20180510144935Basesparaapeticiondeofertas.pdf?MOD=AJPERES,contratar servacer deseño   organización   montaxe   publicidadir realización dar actividade   lalín gusto     consistente desenvolvemento distinto mostra cociña lalinense vivo   cata gratuíta animación seguridadir   fin semana do    xuño  ,"contratar un servizo de deseño, organización, montaxe, publicidade e realización da actividade “lalín con gusto 2018”, consistente no desenvolvemento de distintas mostras de cociña lalinense en vivo, con catas gratuítas e animación e seguridade, durante a fin de semana do 16 e 17 de xuño de 2018.
"
27,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_181212_2.atom,209,"Asistencia Técnica para a redacción do proxecto de acondicionamento, mellora e accesibilidade e integración ambiental e paisaxística da contorna da Fortaleza de Goián e do Espazo Fortaleza no marco do parque transfronteirizo O Casteliño Fortaleza e nos obxectivos xerais da intervención difinida no proxecto 0044_VISIT_RIO_MINHO_1_P.",['71242000.0'],https://contrataciondelestado.es/wps/wcm/connect/61254dbe-f75b-4dcd-92ee-6796ff5afd98/DOC2018052809105602+PCA_Contrato+Servicios+Menor_26abr2018.pdf?MOD=AJPERES,asistencia técnico redacción do proxecto acondicionamento   melloro accesibilidadir integración ambiental paisaxística dar contorna dar fortaleza goián do espazo fortaleza marco do parque transfronteirizo casteliño fortaleza obxectivo xerais dar intervención difinido proxecto visitriominhop,"asistencia técnica para a redacción do proxecto de acondicionamento, mellora e accesibilidade e integración ambiental e paisaxística da contorna da fortaleza de goián e do espazo fortaleza no marco do parque transfronteirizo o casteliño fortaleza e nos obxectivos xerais da intervención difinida no proxecto 0044_visit_rio_minho_1_p."
28,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_191207_22.atom,298,Contrato Menor para el Proceso de Acreditación según Norma ISO 17025:2005 a los Laboratorios; de la Auditoria Interna para Proceso de Certificación según la Norma 9001:2015 y la asesoría para la adaptación del Sistema de calidad de los Laboratorios a la nueva Norma ISO/IEC 17025:2017 en la División de Productos Biológicos,['98000000.0'],https://contrataciondelestado.es/wps/wcm/connect/5696da36-247e-4672-87eb-df47c2bc44f7/DOC20180604165257PLIEGO+DE+ESPECIFICACIONES+TECNICAS.pdf?MOD=AJPERES,contrato menor proceso acreditación según norma iso   laboratorio   auditoria interno proceso certificación según norma   asesorío adaptación sistema calidad laboratorio nuevo norma isoiec   división producto biológico,contrato menor para el proceso de acreditación según norma iso 17025:2005 a los laboratorios; de la auditoria interna para proceso de certificación según la norma 9001:2015 y la asesoría para la adaptación del sistema de calidad de los laboratorios a la nueva norma iso/iec 17025:2017 en la división de productos biológicos
29,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_191207_18.atom,371,"Contractar el subministrament de 15 kits formats per una càmera de profunditat Kinect XBOX ONE, un adaptador de Kinect XBOX ONE per a PC i una pista de ball per a PC amb connexió USB per a l’execució del Conveni de col·laboració signat amb el Servei de Salut de les Illes Balears amb la finalitat de compartir i fer créixer la plataforma Play 4 Health.",['30200000.0'],https://contrataciondelestado.es/wps/wcm/connect/69e8b791-abc7-4604-bf11-963483ade725/DOC20180524085133Plec+Tecnic+FBIT02618.pdf?MOD=AJPERES,contractar subministrament   kits formats per cmera profunditat kinect xbox one   adaptador kinect xbox onar per pc i pista ball per pc amb connexeír usb per l   execuceír conveni collaboraceír signat amb servei salut ill balears amb finalitat compartir i fer créixer plataforma play   health,"contractar el subministrament de 15 kits formats per una càmera de profunditat kinect xbox one, un adaptador de kinect xbox one per a pc i una pista de ball per a pc amb connexió usb per a l’execució del conveni de col·laboració signat amb el servei de salut de les illes balears amb la finalitat de compartir i fer créixer la plataforma play 4 health."
30,contratosMenoresPerfilesContratantes_2018.zip,contratosMenoresPerfilesContratantes_20190225_191207_13.atom,283,"Autorización de concesión de la autorización para uso privativo de bien de dominio público para actividades deportivas al aire libre en la playa del Puig de Santa Maria (fútbol, voley, tenis y castillos de arena).",['92600000.0'],https://contrataciondelestado.es/wps/wcm/connect/999da12b-c5c9-4651-87a7-1b91c60e4d66/DOC20180601123922PTA+actividades+deportivas.pdf?MOD=AJPERES,autorización concesión autorización uso privativo bien dominio público actividad deportivo aire libre plair puig santo maria   fútbol   voley   tenis castillo arenar  ,"autorización de concesión de la autorización para uso privativo de bien de dominio público para actividades deportivas al aire libre en la playa del puig de santa maria (fútbol, voley, tenis y castillos de arena)."
